frame_id,prompt,cause,effect,link_type,strength
1,A burst of compressed air shoots out of a canister and knocks over nearby objects,canister bursts,objects knock over,causal,0.784
1,"A chair leg slips on a slick floor, sending the chair sliding away",chair slips,chair slides,causal,0.779
1,A burst of sparks flies out as a metal pipe is cut with a hacksaw,pipe is cut,sparks fly,causal,0.788
1,"A dropped vase shatters on the stone floor, sending shards flying",vase drops,shards fly,causal,0.775
1,"A stack of books falls over as one is pulled out, pages fluttering wildly",book falls,pages flutter,causal,0.781
1,"A burst of water from a firehose soaks nearby objects, drenching them",firehose bursts,objects soak,causal,0.712
1,"A rope gets tangled around a metal beam, causing it to swing wildly",rope gets tangled,rope swings,causal,0.769
1,A burst of flame shoots out as a propane tank is turned on,tank turns on,flame bursts,causal,0.737
1,"A dropped key clatters against the metal floor, echoing loudly",key drops,key clangs,causal,0.784
1,A burst of compressed air shoots out of a can and sends a nearby ball flying,can bursts,ball flies,causal,0.774
1,"A stack of crates falls over as one is knocked off, sending them tumbling",crate falls,crates topple,causal,0.779
1,A burst of steam escapes from a radiator as it starts to heat up,radiator heats up,steam bursts,causal,0.775
1,"A toy sailboat crashes into the shore, sending water flying",sailboat crashes,water flies,causal,0.731
1,A burst of sparks shoots out as a grinding wheel is turned on,wheel turns on,sparks fly,causal,0.773
1,"A dropped bag spills its contents, sending objects rolling away",bag spills,objects roll,causal,0.719
1,A burst of compressed air shoots out of a compressor and knocks over nearby objects,compressor bursts,objects knock over,causal,0.780
1,"A chair leg gets stuck in the carpet, causing it to wobble precariously",chair gets stuck,chair wobbles,causal,0.779
1,A burst of water from a garden hose sprays out and soaks nearby objects,hose bursts,objects soak,causal,0.728
1,"A toy robot crashes into a stack of boxes, sending them scattering",robot crashes,boxes scatter,causal,0.775
1,A dropped clock falls to the floor and shatters into pieces,clock drops,pieces fall,causal,0.747
1,"A burst of steam escapes from a kettle as it boils over, filling the air with mist",kettle boils,steam fills,causal,0.734
1,"A stack of precariously balanced cups falls as one is knocked over, sending them rolling away",cup falls,cups roll,causal,0.774
1,A dropped phone bounces off the tile floor with a faint thud and slides to a stop,phone drops,phone stops,inhibits,0.678
1,"A rope gets tangled around a metal beam, causing it to swing wildly back and forth",rope gets tangled,rope swings,causal,0.712
1,"A burst of compressed air shoots out of a canister and knocks over nearby objects, sending them rolling away",canister bursts,objects roll,causal,0.725
1,"A dropped vase shatters on the stone floor, sending shards flying and skittering across the surface",vase drops,shards fly,causal,0.736
1,"A burst of sparks shoots out as a grinder is turned on, filling the air with a fiery glow",grinder turns on,sparks fly,causal,0.779
1,"A stack of books falls over as one is pulled out, pages fluttering wildly and drifting to the floor",book falls,pages flutter,causal,0.787
1,"A burst of water from a firehose soaks nearby objects, drenching them and sending water flowing across the surface",firehose bursts,objects soak,causal,0.732
1,A dropped hammer bounces off the concrete floor with a loud clang and slides to a stop,hammer drops,hammer stops,inhibits,0.711
1,"A burst of steam escapes from a radiator as it starts to heat up, filling the air with mist",radiator heats up,steam fills,causal,0.742
1,"A toy car crashes into a pile of blocks, sending them scattering and rolling away",car crashes,blocks scatter,inhibits,0.738
1,"A rope ladder collapses as someone steps on it, sending rungs flying and crashing to the ground",ladder collapses,rungs crash,causal,0.753
1,"Rocks tumble down a mountain slope, creating a small landslide",rocks roll down mountain,landslide forms,causal,0.785
1,A hammer swings wildly and knocks over a toolbox,hammer swings,toolbox falls,causal,0.719
1,"Water flows from a burst pipe, flooding the nearby floor",pipe bursts,floor floods,causal,0.788
1,"A book falls off a shelf, landing softly on the carpet",book falls,book lands,causal,0.724
1,"A rope wraps around a cylinder, securing it tightly",rope wraps,cylinder is secured,causal,0.827
1,A balloon pops from being punctured with a sharp object,balloon is pierced,balloon deflates,causal,0.731
1,"A magnet sticks to a metal door, holding it open",magnet attracts metal,door stays open,causal,0.719
1,"A fire hose sprays water everywhere, extinguishing the flames",hose sprays water,flames are extinguished,causal,0.745
1,A key slips out of a lock and falls to the ground,key drops,key is lost,causal,0.768
1,"A chain breaks free from a anchor, swinging wildly",chain breaks,chain swings,causal,0.735
1,"A ball of yarn unravels quickly, spreading across the floor",yarn unravels,yarn covers floor,causal,0.758
1,A pile of bricks tumbles down a construction site ramp,bricks roll down ramp,pile forms at bottom,causal,0.751
1,A kite crashes to the ground after its string snaps,string breaks,kite falls,causal,0.741
1,"A box of delicate glassware tips over, shattering everything",box tilts,glassware is broken,causal,0.756
1,A pair of scissors slips off a workbench and clatters to the floor,scissors fall,scissors land on floor,causal,0.730
1,"A rope ladder collapses, sending rungs tumbling down",ladder collapses,rungs fall,causal,0.767
1,A pipe wrench slips off a rusty pipe and clatters away,wrench falls,wrench lands far away,causal,0.710
1,"A set of weights rolls off a gym mat, crashing to the floor",weights roll off mat,weights crash,causal,0.784
1,"A curtain blows open, revealing a hidden room behind",curtain opens,room is revealed,causal,0.753
1,A bucket of water spills over the edge of a boat,bucket tips,water spills,causal,0.768
1,"A set of dominos falls, creating a chain reaction",dominos fall,chain reaction occurs,causal,0.769
1,"A bookshelf tilts precariously, threatening to topple over",bookshelf tilts,bookshelf falls,causal,0.764
1,A box of fragile ornaments tumbles down stairs,box falls,ornaments are broken,causal,0.739
1,"A magnet sticks to a metal filing cabinet, holding it shut",magnet attracts metal,cabinet stays closed,causal,0.716
1,A chain link fence collapses under the weight of snow,snow accumulates,fence collapses,causal,0.763
1,"A kite string gets tangled in a tree branch, holding it still",string gets tangled,kite stays aloft,causal,0.736
1,"A pile of boxes topples over, spilling their contents",boxes fall,contents spill,causal,0.735
1,"A hammer swings wildly and hits a metal pipe, bending it",hammer swings,pipe is bent,causal,0.778
1,"A set of marbles rolls off a table, bouncing across the floor",marbles roll off table,marbles bounce,causal,0.768
1,"A book falls open on its own, revealing hidden pages",book opens,pages are revealed,causal,0.734
1,"A ball of twine unwinds quickly, tangling itself around the room",twine unwinds,room is tangled,causal,0.735
1,"A rope wraps around a tree trunk, securing it firmly",rope wraps,tree is secured,causal,0.783
1,A key slips out of a lock and falls to the ground quietly,key drops,key is lost silently,causal,0.742
1,"A kite crashes into a tree, breaking its wing",kite crashes,wing breaks,causal,0.734
1,A pair of gloves falls off the back of a chair and lands with a thud,gloves fall,gloves land on floor,causal,0.720
1,"A box of fragile vases tumbles down stairs, shattering everything",box falls,vases are broken,causal,0.744
1,"A magnet sticks to a metal door handle, holding it shut",magnet attracts metal,door stays closed,causal,0.785
1,"A kite string gets tangled in power lines, causing an outage",string gets tangled,power goes out,causal,0.764
1,A pile of hay falls off a wagon and spreads across the field,hay falls,field is covered,causal,0.782
1,"A set of weights rolls off a gym mat, crashing to the floor loudly",weights roll off mat,weights crash loudly,causal,0.759
1,A book falls off a shelf and lands on its cover,book falls,book lands open,causal,0.734
1,"A rope wraps around a pillar, securing it firmly in place",rope wraps,pillar is secured,causal,0.794
1,"A magnet sticks to a metal refrigerator, holding it shut",magnet attracts metal,door stays closed,causal,0.710
1,"A set of dominos falls, creating a chain reaction and knocking over other blocks",dominos fall,chain reaction occurs,inhibits,0.683
1,"A box of small rocks tumbles down stairs, creating a small landslide",rocks roll down stairs,landslide forms,causal,0.744
1,A set of keys slips out of a pocket and falls to the ground,keys fall,keys are lost,causal,0.756
1,A pipe wrench slips off a rusty pipe and clatters away loudly,wrench falls,wrench lands with a loud noise,causal,0.762
1,A rolling stone knocks over a lamp's delicate shade,stone rolls,shade falls,causal,0.747
1,A dropped book slides off the edge of a table,book drops,book slides,causal,0.745
1,"A rope wraps around a wooden beam, securing it tightly",rope winds,beam secured,causal,0.767
1,A child's toy car crashes into a fragile vase,car drives,vase breaks,causal,0.748
1,A cup of hot coffee spills on a cold tile floor,coffee overflows,coffee spreads,causal,0.782
1,A falling branch crashes onto a garden path,branch falls,path obstructed,causal,0.774
1,A heavy box is placed on top of a fragile vase,box sits,vase shatters,causal,0.774
1,A burst pipe floods the kitchen floor,pipe bursts,water flows,causal,0.717
1,A kite string gets tangled around a tree branch,string wraps,branch entangled,causal,0.751
1,A careless footstep dislodges a loose stone,foot steps,stone rolls,causal,0.761
1,A metal rod is bent into a perfect circle,rod bends,circle formed,causal,0.737
1,A strong gust of wind blows open a window,wind gusts,window opens,causal,0.825
1,A dropped wrench clatters onto a steel plate,wrench falls,plate dented,causal,0.770
1,A pile of books teeters on the edge of a table,books stacked,table precariously balanced,causal,0.764
1,A delicate flower is crushed underfoot,foot presses,flower crushed,causal,0.728
1,A ball of twine unwinds and gets tangled,twine unwinds,tangles formed,causal,0.726
1,A piece of paper is blown away by a fan's breeze,fan blows,paper floats,causal,0.712
1,A sharp edge cuts through a thick rope,edge cuts,rope severed,causal,0.730
1,A small rock is embedded in the wall's mortar,rock inserted,mortar cracked,causal,0.748
1,A pile of sand slowly erodes away,wind blows,sand disappears,causal,0.738
1,A falling leaf drifts gently to the ground,leaf falls,ground reached,causal,0.676
1,"A hammer strikes a chisel, shattering it",hammer strikes,chisel breaks,causal,0.743
1,A small boat capsizes in rough waters,boat tips,boat sinks,causal,0.760
1,A pile of bricks is stacked precariously high,bricks piled,structure unstable,causal,0.726
1,A strong magnet attracts a metal screw,magnet pulls,screw attracted,causal,0.816
1,A fallen tree branch is swept away by a river,branch falls,branch floats,causal,0.750
